Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Omp_simplified,Bla_carb,Bla_carb_simplified
EuSCAPE_IT108,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT110,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT090,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT112,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT118,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT120,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT122,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT124,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT126,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT130,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT132,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT134,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT152,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT174,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT178,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT182,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT184,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT188,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT190,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT194,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT274,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT394,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT404,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT288,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT294,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT308,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT316,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT318,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT322,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT324,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT326,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT328,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT333,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT336,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT337,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT343,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT359,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT366,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_BE084,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_BE098,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL069,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT094,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT049,ST512,ST512,CG258,KPC,0.06,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT053,ST512,ST512,CG258,KPC,0.06,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT085,ST512,ST512,CG258,KPC,0.06,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_AT012,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL080,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT009,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT205,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT349,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT278,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-17%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT286,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-17%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_AT014,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-51%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_AT017,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-51%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT160,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-6%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT172,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-6%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL048,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL060,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL063,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL029,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT199,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT114,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT386,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT080,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-62%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT082,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT086,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT088,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT140,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT100,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT096,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT106,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-68%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT370,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-79%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT028,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT032,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT258,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT384,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT388,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT262,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT264,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT330,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-87%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT070,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36TD,OmpK35-trunc;OmpK36TD,KPC-3,KPC mut
EuSCAPE_IT248,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36TD,OmpK35-trunc;OmpK36TD,KPC-3,KPC mut
EuSCAPE_GR050,ST39,ST39,other,KPC,32,Functional,Functional,Sensitive,-,OmpK36GD,OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT341,ST512,ST512,CG258,KPC,8,Functional,Functional,Sensitive,-,OmpK36GD,OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT055,ST107,other,other,KPC,0.06,Functional,Functional,Sensitive,-,-,-,KPC-3?,KPC wt
EuSCAPE_RS010,ST101,ST101,CG43,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_GR010,ST11,ST11,CG258,NDM,4,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_IT058,ST11,ST11,CG258,NDM,8,Non-functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_GR016,ST11,ST11,CG258,NDM,16,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_GR001,ST11,ST11,CG258,NDM,16,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_GR135,ST11,ST11,CG258,NDM,16,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_DE019,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_BU022,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_GR027,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_GR074,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_GR008,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_UK075,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RO054,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_UK041,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_IE019,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_TR184,ST11,ST11,CG258,NDM,32,Functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_CZ007,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_GR026,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_GR133,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_GR134,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_RO046,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_GR094,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,MgrB-49%,-,-,NDM-1,NDM wt
EuSCAPE_GR121,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,MgrB-60%,-,-,NDM-1,NDM wt
EuSCAPE_RS046,ST274,ST274,ST274,NDM,2,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS105,ST274,ST274,ST274,NDM,2,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_ME010,ST274,ST274,ST274,NDM,4,Functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_ME013,ST274,ST274,ST274,NDM,4,Functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_ME016,ST274,ST274,ST274,NDM,8,Functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_ME004,ST274,ST274,ST274,NDM,16,Functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_ME005,ST274,ST274,ST274,NDM,16,Functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_ME011,ST274,ST274,ST274,NDM,16,Functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_ME020,ST274,ST274,ST274,NDM,16,Functional,Functional,Unknown,-,-,-,NDM-1,NDM wt
EuSCAPE_IE008,ST323,ST323,ST323,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS045,ST340,ST340,CG258,NDM,16,Functional,Functional,Resistant,-,-,-,NDM-1,NDM wt
EuSCAPE_RS081,ST340,ST340,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS021,ST340,ST340,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS049,ST340,ST340,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_PL046,ST3666,other,other,NDM,32,Non-functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS002,ST437,ST437,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS032,ST437,ST437,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS057,ST437,ST437,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS064,ST437,ST437,CG258,NDM,32,Functional,Functional,Sensitive,-,-,-,NDM-1,NDM wt
EuSCAPE_RS072,ST437,ST437,CG258,NDM,32,Functional,Functional,Resistant,MgrB-0%,-,-,NDM-1,NDM wt
EuSCAPE_RS102,ST437,ST437,CG258,NDM,32,Functional,Functional,Resistant,MgrB-0%,-,-,NDM-1,NDM wt
EuSCAPE_RS040,ST437,ST437,CG258,NDM,32,Functional,Functional,Resistant,MgrB-0%,-,-,NDM-1,NDM wt
EuSCAPE_AT029,ST15,ST15,CG14/15,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-0%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_SI002,ST101,ST101,CG43,NDM,8,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1,NDM mut
EuSCAPE_RS052,ST101,ST101,CG43,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1,NDM mut
EuSCAPE_RS100,ST101,ST101,CG43,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1,NDM mut
EuSCAPE_RS103,ST101,ST101,CG43,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1,NDM mut
EuSCAPE_BE050,ST101,ST101,CG43,NDM,32,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1,NDM mut
EuSCAPE_IL075,ST38,other,other,NDM,16,Non-functional,Functional,Sensitive,-,OmpK35-21%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_NO002,ST101,ST101,CG43,NDM,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_RS053,ST147,ST147,CG147,NDM,4,Functional,Functional,Sensitive,-,OmpK35-31%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_TR118,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-72%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_TR089,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Unknown,-,OmpK35-72%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_TR126,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-72%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_TR061,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-72%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_TR085,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Unknown,-,OmpK35-72%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_TR086,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Resistant,-,OmpK35-72%,OmpK35-trunc,NDM-1,NDM mut
EuSCAPE_AT023,ST11,ST11,CG258,NDM,32,Functional,Non-functional,Sensitive,-,OmpK36-34%,OmpK36-trunc,NDM-1,NDM mut
EuSCAPE_PL048,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Sensitive,-,OmpK36GD,OmpK36GD,NDM-1,NDM mut
EuSCAPE_TR275,ST15,ST15,CG14/15,NDM;OXA,32,Functional,Functional,Sensitive,-,-,-,NDM-1;OXA-48,NDM wt
EuSCAPE_RS054,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Non-functional,Sensitive,-,OmpK35-17%;OmpK36-0%,OmpK35-trunc;OmpK36-trunc,NDM-1;OXA-48,NDM mut
EuSCAPE_SI025,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1;OXA-48,NDM mut
EuSCAPE_RS015,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1;OXA-48,NDM mut
EuSCAPE_RS017,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1;OXA-48,NDM mut
EuSCAPE_RS028,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1;OXA-48,NDM mut
EuSCAPE_RS074,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,NDM-1;OXA-48,NDM mut
EuSCAPE_TR123,ST395,ST395,CG258,NDM;OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-72%,OmpK35-trunc,NDM-1;OXA-48,NDM mut
EuSCAPE_TR083,ST395,ST395,CG258,NDM;OXA,32,Non-functional,Functional,Resistant,-,OmpK35-72%,OmpK35-trunc,NDM-1;OXA-48,NDM mut
EuSCAPE_RS077,ST147,ST147,CG147,NDM;OXA,4,Non-functional,Functional,Sensitive,-,OmpK35-31%,OmpK35-trunc,NDM-1;OXA-48?,NDM mut
EuSCAPE_ES093,ST11,ST11,CG258,NDM;VIM,16,Functional,Functional,Sensitive,-,-,-,NDM-1;VIM-1,NDM wt
EuSCAPE_TR208,ST107,other,other,OXA,1,Functional,Functional,Resistant,MgrB-83%,-,-,OXA-162,OXA wt
EuSCAPE_TR267,ST307,ST307,CG307,OXA,4,Functional,Functional,Unknown,-,-,-,OXA-162,OXA wt
EuSCAPE_FR056,ST1709,other,CG147,OXA,0.5,Functional,Functional,Sensitive,-,-,-,OXA-204,OXA wt
EuSCAPE_UK065,ST14,ST14,CG14/15,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-69%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-232,OXA mut
EuSCAPE_TR002,ST14,ST14,CG14/15,OXA,32,Functional,Functional,Sensitive,-,OmpK36GD,OmpK36GD,OXA-232,OXA mut
EuSCAPE_TR009,ST14,ST14,CG14/15,OXA,32,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,OXA-232,OXA mut
