"ST" "mean_vir" "mean_res" "total"
"760" "ST504" 0 1 1
"761" "ST505" 0 0 2
"762" "ST507" 0 0 1
"763" "ST508-1LV" 0 1 1
"764" "ST512" 0.0344827586206897 2.13793103448276 116
"765" "ST514" 0 1 1
"766" "ST514-2LV" 0 0 2
"767" "ST515" 0 0 3
"768" "ST520" 0 0.5 2
"769" "ST525" 0 2 1
"770" "ST526" 0 0 1
"771" "ST527-2LV" 0 0 3
"772" "ST528" 0 0 1
"773" "ST530" 0 0.5 2
"774" "ST534" 0 0 1
"775" "ST537" 0 0 1
"776" "ST539" 0 0 1
"777" "ST54" 0 0.388888888888889 18
"778" "ST54-1LV" 0 1 1
"779" "ST540" 0 0.833333333333333 6
"780" "ST541-1LV" 0 1 1
"781" "ST541-3LV" 0 2 1
"782" "ST549-3LV" 0 0 1
"783" "ST550-1LV" 0 0 1
"784" "ST551" 0 1 2
"785" "ST558-1LV" 0 0 1
"786" "ST559" 4 0 1
"787" "ST56-2LV" 0 1 1
"788" "ST560" 0 0.5 2
"789" "ST561" 0 1 1
"790" "ST562" 1 0 1
"791" "ST563" 0 1 1
"792" "ST564" 1 1 1
"793" "ST565-2LV" 1 0 1
"794" "ST57" 5 0 1
"795" "ST57-1LV" 5 0 1
"796" "ST571" 0 1 1
"797" "ST584" 0 0.5 4
"798" "ST586-1LV" 0 0 1
"799" "ST587" 0 0.5 2
"800" "ST592" 3 0 3
"801" "ST592-1LV" 3 0 2
"802" "ST594" 0 0 1
"803" "ST596" 0 0 3
"804" "ST6" 1 0 13
"805" "ST60" 1 0 6
"806" "ST60-1LV" 1 0 1
"807" "ST60-2LV" 0 2 1
"808" "ST601" 0 0 1
"809" "ST603" 0.5 0 2
"810" "ST605" 0 0 1
"811" "ST607" 0.333333333333333 0.333333333333333 3
"812" "ST610" 1 0 1
"813" "ST611" 0 1 4
"814" "ST616" 0 0 2
"815" "ST62" 1 0 1
"816" "ST622-2LV" 0 0 2
"817" "ST622-3LV" 0 0 1
"818" "ST628" 0 0.666666666666667 9
"819" "ST628-1LV" 0.5 0 2
"820" "ST629" 0 0 4
"821" "ST629-1LV" 0 0 2
"822" "ST63-4LV" 1 1 2
"823" "ST639-1LV" 0 0 1
"824" "ST641" 0 0 6
"825" "ST641-1LV" 0 0 1
"826" "ST643" 0 0.5 2
"827" "ST643-1LV" 0 0 1
"828" "ST65" 3.625 0.25 8
"829" "ST65-1LV" 4.2 0 5
"830" "ST656" 1 1.42857142857143 7
"831" "ST659" 0 0.5 2
"832" "ST659-2LV" 0 1 1
"833" "ST66" 5 0 3
"834" "ST66-1LV" 0 0 2
"835" "ST66-2LV" 0 0 1
"836" "ST660" 4 0 2
"837" "ST661" 0.357142857142857 1 14
"838" "ST661-1LV" 0.333333333333333 1 3
"839" "ST662-1LV" 0 0 1
"840" "ST664" 0 0 3
"841" "ST67" 3.83333333333333 0 6
"842" "ST67-2LV" 4 0 1
"843" "ST678" 0 1.5 2
"844" "ST679" 5 0 1
"845" "ST681" 0 0 11
"846" "ST681-2LV" 0 0 1
"847" "ST687-2LV" 0 1 1
"848" "ST690" 0 0 2
"849" "ST692" 0 0 1
"850" "ST695" 0 0 2
"851" "ST696-3LV" 0 0 2
"852" "ST697" 0 0 2
"853" "ST697-1LV" 0 0 2
"854" "ST697-2LV" 0 0 1
"855" "ST698-2LV" 0 0 1
"856" "ST70" 0.666666666666667 0.866666666666667 15
"857" "ST70-1LV" 0.5 0.5 2
"858" "ST70-2LV" 0 0 1
"859" "ST706-2LV" 1 1 1
"860" "ST709" 1 0 1
"861" "ST711" 0.0909090909090909 1 11
"862" "ST711-1LV" 0 1 2
"863" "ST716" 0.833333333333333 1 6
"864" "ST716-2LV" 0 0 1
"865" "ST718" 0 0 1
"866" "ST719" 0 2 1
"867" "ST719-1LV" 0 1 1
"868" "ST724-2LV" 1 0 1
"869" "ST726" 0 2 1
"870" "ST73" 1 0 1
"871" "ST734" 0 0 1
"872" "ST735-2LV" 0 0 2
"873" "ST738-1LV" 0 0 1
"874" "ST740" 0 0 5
"875" "ST745" 0 2 1
"876" "ST749-2LV" 0 0 2
"877" "ST76" 0.272727272727273 0.636363636363636 11
"878" "ST76-1LV" 0.5 0 2
"879" "ST76-2LV" 0 0 2
"880" "ST761" 0 1 1
"881" "ST761-4LV" 0 0 1
"882" "ST767" 0 0 1
"883" "ST774" 0 0 1
"884" "ST776" 0 1 3
"885" "ST782-4LV" 1 1 1
"886" "ST784" 0 0 1
"887" "ST785" 1 0 2
"888" "ST788" 0 0 2
"889" "ST789" 0 1 4
"890" "ST790-3LV" 0 0 1
"891" "ST791-1LV" 1 1 1
"892" "ST792" 2 0 5
"893" "ST794-3LV" 0 0 1
"894" "ST8" 0 0 2
"895" "ST806-2LV" 1 0 1
"896" "ST815-1LV" 0 2 1
"897" "ST82" 2.04347826086957 0 23
"898" "ST82-1LV" 3 0 5
"899" "ST82-2LV" 0 0 1
"900" "ST82-3LV" 0 0 1
"901" "ST828" 4 0 2
"902" "ST828-1LV" 4 0 1
"903" "ST831" 0.8 0.4 5
"904" "ST831-1LV" 0 0.666666666666667 3
"905" "ST832-2LV" 0 0 1
"906" "ST833" 5 1 1
"907" "ST833-1LV" 0 1 1
"908" "ST834" 0 1 1
"909" "ST841" 0 0 1
"910" "ST845-3LV" 0 0 1
"911" "ST846" 0 0 2
"912" "ST848" 0 0 1
"913" "ST85-5LV" 0 0 1
"914" "ST850-1LV" 0 0 1
"915" "ST855" 0 2.33333333333333 3
"916" "ST855-1LV" 1 3 1
"917" "ST857" 0 1 2
"918" "ST86" 2.88 0 25
"919" "ST86-1LV" 3 0 1
"920" "ST868" 0 2 1
"921" "ST869" 0 1 1
"922" "ST870" 0 0 1
"923" "ST872" 0 0.5 2
"924" "ST872-1LV" 0 0 1
"925" "ST873" 0 1 2
"926" "ST873-1LV" 0 1 1
"927" "ST873-2LV" 0 0 1
"928" "ST874" 0 0.871794871794872 39
"929" "ST874-1LV" 0 0.941176470588235 17
"930" "ST875" 1 1 1
"931" "ST882" 1 1 2
"932" "ST883" 0 0 3
"933" "ST883-1LV" 0 1 1
"934" "ST883-2LV" 0 0 2
"935" "ST889" 1 0 1
"936" "ST891-2LV" 0 0 1
"937" "ST895" 0 1 7
"938" "ST896" 0 0.5 2
"939" "ST90" 3 0 2
"940" "ST90-1LV" 3 0 1
"941" "ST902" 0 1 1
"942" "ST906" 0 2 1
"943" "ST91" 3.55555555555556 0 9
"944" "ST91-1LV" 3.5 0 6
"945" "ST914" 0 1 1
"946" "ST919" 0 0.5 2
"947" "ST925" 0 0.166666666666667 6
"948" "ST927" 0 1 1
"949" "ST929-1LV" 0 1 1
"950" "ST929-2LV" 0 1 1
"951" "ST93" 4 0 3
"952" "ST935-3LV" 0 0 1
"953" "ST940" 0 0 1
"954" "ST941" 0 2 2
"955" "ST950-1LV" 0 1 1
"956" "ST957-3LV" 0 0 1
"957" "ST964" 0 0 1
"958" "ST966" 0 1 1
"959" "ST967-1LV" 0 0 1
"960" "ST976" 0.5 0 2
"961" "ST981" 1 2 1
"962" "ST983-1LV" 0 0 1
"963" "ST985" 0 0 1
"964" "ST993-1LV" 1 0 1
"965" "ST993-2LV" 0 0 1
"966" "ST994-1LV" 0 2 1
"967" "ST995" 0 1 1
"968" "ST995-1LV" 0 0 1
"969" "ST997" 0 0 1
